-182.551, 78.428, 1.518,  1.765
-182.535, 78.380, 1.529,  1.798
-182.519, 78.331, 1.538,  1.831
-182.503, 78.281, 1.547,  1.864
-182.487, 78.232, 1.554,  1.897
-182.472, 78.181, 1.560,  1.930
-182.457, 78.131, 1.565,  1.963
-182.442, 78.081, 1.568,  1.996
-182.427, 78.030, 1.572,  2.029
-182.413, 77.979, 1.574,  2.062
-182.398, 77.928, 1.576,  2.095
-182.384, 77.877, 1.579,  2.128
-182.370, 77.826, 1.582,  2.161
-182.357, 77.774, 1.585,  2.194
-182.343, 77.723, 1.589,  2.227
-182.330, 77.671, 1.593,  2.260
-182.317, 77.619, 1.598,  2.293
-182.304, 77.567, 1.604,  2.326
-182.291, 77.514, 1.609,  2.359
-182.278, 77.462, 1.616,  2.392
-182.265, 77.409, 1.622,  2.425
-182.253, 77.356, 1.628,  2.458
-182.241, 77.302, 1.634,  2.491
-182.228, 77.249, 1.640,  2.524
-182.216, 77.195, 1.645,  2.557
-182.204, 77.141, 1.651,  2.590
-182.193, 77.087, 1.656,  2.623
-182.181, 77.032, 1.661,  2.656
-182.169, 76.978, 1.666,  2.689
-182.158, 76.923, 1.670,  2.722
-182.147, 76.868, 1.675,  2.755
-182.136, 76.813, 1.680,  2.788
-182.125, 76.757, 1.685,  2.821
-182.114, 76.702, 1.690,  2.854
-182.103, 76.646, 1.695,  2.887
-182.092, 76.590, 1.700,  2.920
-182.082, 76.534, 1.705,  2.953
-182.071, 76.478, 1.711,  2.986
-182.061, 76.421, 1.716,  3.019
-182.051, 76.365, 1.722,  3.052
-182.041, 76.308, 1.727,  3.085
-182.031, 76.251, 1.733,  3.118
-182.021, 76.193, 1.738,  3.151
-182.011, 76.136, 1.744,  3.184
-182.002, 76.078, 1.750,  3.217
-181.992, 76.020, 1.755,  3.250
-181.983, 75.962, 1.761,  3.283
-181.974, 75.904, 1.766,  3.316
-181.964, 75.845, 1.772,  3.349
-181.955, 75.787, 1.777,  3.382
-181.946, 75.728, 1.783,  3.415
-181.938, 75.669, 1.788,  3.448
-181.929, 75.609, 1.794,  3.481
-181.920, 75.550, 1.800,  3.514
-181.912, 75.490, 1.805,  3.547
-181.903, 75.430, 1.811,  3.580
-181.895, 75.370, 1.817,  3.613
-181.887, 75.310, 1.823,  3.646
-181.879, 75.249, 1.829,  3.679
-181.871, 75.188, 1.834,  3.712
-181.863, 75.127, 1.840,  3.745
-181.855, 75.066, 1.846,  3.778
-181.847, 75.005, 1.851,  3.811
-181.840, 74.944, 1.857,  3.844
-181.832, 74.882, 1.863,  3.877
-181.825, 74.820, 1.869,  3.910
-181.817, 74.758, 1.875,  3.943
-181.810, 74.695, 1.881,  3.976
-181.803, 74.633, 1.887,  4.009
-181.796, 74.570, 1.893,  4.042
-181.789, 74.507, 1.899,  4.075
-181.782, 74.444, 1.905,  4.108
-181.775, 74.380, 1.911,  4.141
-181.768, 74.317, 1.917,  4.174
-181.762, 74.253, 1.923,  4.207
-181.755, 74.189, 1.929,  4.240
-181.749, 74.125, 1.935,  4.273
-181.742, 74.060, 1.941,  4.306
-181.736, 73.996, 1.947,  4.339
-181.730, 73.931, 1.953,  4.372
-181.724, 73.866, 1.960,  4.405
-181.718, 73.800, 1.966,  4.438
-181.712, 73.735, 1.972,  4.471
-181.706, 73.669, 1.978,  4.504
-181.700, 73.603, 1.985,  4.537
-181.694, 73.537, 1.991,  4.570
-181.689, 73.471, 1.997,  4.603
-181.683, 73.404, 2.004,  4.636
-181.678, 73.337, 2.010,  4.669
-181.672, 73.270, 2.016,  4.702
-181.667, 73.203, 2.022,  4.735
-181.662, 73.136, 2.029,  4.768
-181.657, 73.068, 2.035,  4.801
-181.652, 73.000, 2.042,  4.834
-181.647, 72.932, 2.048,  4.867
-181.642, 72.864, 2.055,  4.900
-181.637, 72.795, 2.061,  4.933
-181.632, 72.726, 2.068,  4.966
-181.627, 72.657, 2.074,  4.999
-181.623, 72.588, 2.081,  5.032
-181.618, 72.519, 2.088,  5.065
-181.613, 72.449, 2.094,  5.098
-181.609, 72.379, 2.101,  5.131
-181.605, 72.309, 2.107,  5.164
-181.600, 72.239, 2.114,  5.197
-181.596, 72.168, 2.121,  5.230
-181.592, 72.097, 2.127,  5.263
-181.588, 72.026, 2.134,  5.296
-181.584, 71.955, 2.141,  5.329
-181.580, 71.884, 2.148,  5.362
-181.576, 71.812, 2.154,  5.395
-181.572, 71.740, 2.161,  5.428
-181.568, 71.668, 2.168,  5.461
-181.564, 71.596, 2.175,  5.494
-181.561, 71.523, 2.182,  5.527
-181.557, 71.450, 2.189,  5.560
-181.553, 71.377, 2.196,  5.593
-181.550, 71.304, 2.203,  5.626
-181.546, 71.230, 2.210,  5.659
-181.543, 71.156, 2.217,  5.692
-181.540, 71.082, 2.224,  5.725
-181.536, 71.008, 2.231,  5.758
-181.533, 70.934, 2.238,  5.791
-181.530, 70.859, 2.245,  5.824
-181.527, 70.784, 2.252,  5.857
-181.524, 70.709, 2.259,  5.890
-181.521, 70.633, 2.267,  5.923
-181.518, 70.557, 2.274,  5.956
-181.515, 70.482, 2.281,  5.989
-181.512, 70.405, 2.288,  6.022
-181.509, 70.329, 2.295,  6.055
-181.506, 70.252, 2.303,  6.088
-181.504, 70.175, 2.310,  6.121
-181.501, 70.098, 2.317,  6.154
-181.498, 70.021, 2.324,  6.187
-181.496, 69.943, 2.332,  6.220
-181.493, 69.865, 2.339,  6.253
-181.491, 69.787, 2.346,  6.286
-181.488, 69.709, 2.354,  6.319
-181.486, 69.630, 2.361,  6.352
-181.484, 69.551, 2.369,  6.385
-181.481, 69.472, 2.376,  6.418
-181.479, 69.393, 2.384,  6.451
-181.477, 69.313, 2.392,  6.484
-181.475, 69.233, 2.399,  6.517
-181.473, 69.153, 2.407,  6.550
-181.471, 69.073, 2.414,  6.583
-181.468, 68.992, 2.422,  6.616
-181.466, 68.911, 2.430,  6.649
-181.464, 68.830, 2.437,  6.682
-181.462, 68.748, 2.445,  6.715
-181.461, 68.667, 2.453,  6.748
-181.459, 68.585, 2.460,  6.781
-181.457, 68.503, 2.468,  6.814
-181.455, 68.420, 2.476,  6.847
-181.453, 68.337, 2.484,  6.880
-181.452, 68.254, 2.492,  6.913
-181.450, 68.171, 2.500,  6.946
-181.448, 68.088, 2.508,  6.979
-181.447, 68.004, 2.515,  7.012
-181.445, 67.920, 2.523,  7.045
-181.443, 67.836, 2.531,  7.078
-181.442, 67.751, 2.539,  7.111
-181.440, 67.666, 2.547,  7.144
-181.439, 67.581, 2.556,  7.177
-181.438, 67.496, 2.564,  7.210
-181.436, 67.410, 2.572,  7.243
-181.435, 67.324, 2.580,  7.276
-181.433, 67.238, 2.588,  7.309
-181.432, 67.151, 2.596,  7.342
-181.431, 67.065, 2.605,  7.375
-181.430, 66.978, 2.613,  7.408
-181.428, 66.890, 2.621,  7.441
-181.427, 66.803, 2.629,  7.474
-181.426, 66.715, 2.638,  7.507
-181.425, 66.627, 2.646,  7.540
-181.424, 66.538, 2.654,  7.573
-181.423, 66.450, 2.663,  7.606
-181.422, 66.361, 2.671,  7.639
-181.421, 66.271, 2.680,  7.672
-181.420, 66.182, 2.688,  7.705
-181.419, 66.092, 2.696,  7.738
-181.418, 66.002, 2.705,  7.771
-181.417, 65.912, 2.713,  7.804
-181.416, 65.821, 2.722,  7.837
-181.415, 65.730, 2.731,  7.870
-181.414, 65.639, 2.739,  7.903
-181.413, 65.547, 2.748,  7.936
-181.412, 65.455, 2.757,  7.969
-181.412, 65.363, 2.766,  8.002
-181.411, 65.271, 2.775,  8.035
-181.410, 65.178, 2.784,  8.068
-181.409, 65.085, 2.792,  8.101
-181.408, 64.992, 2.801,  8.134
-181.408, 64.898, 2.810,  8.167
-181.407, 64.804, 2.819,  8.200
-181.406, 64.710, 2.828,  8.233
-181.406, 64.616, 2.837,  8.266
-181.405, 64.521, 2.846,  8.299
-181.405, 64.426, 2.855,  8.332
-181.404, 64.330, 2.865,  8.365
-181.403, 64.235, 2.874,  8.398
-181.403, 64.139, 2.883,  8.431
-181.402, 64.042, 2.892,  8.464
-181.402, 63.946, 2.901,  8.497
-181.401, 63.849, 2.910,  8.530
-181.401, 63.751, 2.919,  8.563
-181.400, 63.654, 2.929,  8.596
-181.400, 63.556, 2.938,  8.629
-181.399, 63.458, 2.947,  8.662
-181.399, 63.359, 2.957,  8.695
-181.398, 63.261, 2.966,  8.728
-181.398, 63.161, 2.976,  8.761
-181.398, 63.062, 2.986,  8.794
-181.397, 62.962, 2.995,  8.827
-181.397, 62.862, 3.005,  8.860
-181.396, 62.762, 3.014,  8.893
-181.396, 62.661, 3.024,  8.926
-181.396, 62.560, 3.033,  8.959
-181.395, 62.459, 3.043,  8.992
-181.395, 62.357, 3.053,  9.025
-181.395, 62.255, 3.062,  9.058
-181.394, 62.153, 3.072,  9.091
-181.394, 62.050, 3.082,  9.124
-181.394, 61.947, 3.092,  9.157
-181.394, 61.844, 3.102,  9.190
-181.393, 61.740, 3.112,  9.223
-181.393, 61.636, 3.122,  9.256
-181.393, 61.532, 3.132,  9.289
-181.393, 61.427, 3.142,  9.322
-181.392, 61.322, 3.152,  9.355
-181.392, 61.217, 3.162,  9.388
-181.392, 61.111, 3.172,  9.421
-181.392, 61.005, 3.182,  9.454
-181.392, 60.899, 3.192,  9.487
-181.392, 60.792, 3.202,  9.520
-181.391, 60.685, 3.213,  9.553
-181.391, 60.578, 3.223,  9.586
-181.391, 60.470, 3.233,  9.619
-181.391, 60.362, 3.244,  9.652
-181.391, 60.254, 3.254,  9.685
-181.391, 60.145, 3.265,  9.718
-181.391, 60.036, 3.275,  9.751
-181.390, 59.927, 3.285,  9.784
-181.390, 59.817, 3.296,  9.817
-181.390, 59.707, 3.306,  9.850
-181.390, 59.596, 3.317,  9.883
-181.390, 59.485, 3.327,  9.916
-181.390, 59.374, 3.338,  9.949
-181.390, 59.263, 3.349,  9.982
-181.390, 59.151, 3.360, 10.015
-181.390, 59.038, 3.370, 10.048
-181.390, 58.926, 3.381, 10.081
-181.390, 58.813, 3.392, 10.114
-181.390, 58.700, 3.403, 10.147
-181.390, 58.586, 3.414, 10.180
-181.390, 58.472, 3.425, 10.213
-181.390, 58.357, 3.436, 10.246
-181.390, 58.242, 3.447, 10.279
-181.390, 58.127, 3.458, 10.312
-181.389, 58.012, 3.469, 10.345
-181.389, 57.896, 3.480, 10.378
-181.389, 57.780, 3.492, 10.411
-181.389, 57.663, 3.503, 10.444
-181.389, 57.546, 3.514, 10.477
-181.389, 57.428, 3.525, 10.510
-181.389, 57.311, 3.536, 10.543
-181.389, 57.192, 3.548, 10.576
-181.389, 57.074, 3.559, 10.609
-181.390, 56.955, 3.571, 10.642
-181.390, 56.836, 3.582, 10.675
-181.390, 56.716, 3.594, 10.708
-181.390, 56.596, 3.605, 10.741
-181.390, 56.475, 3.617, 10.774
-181.390, 56.355, 3.628, 10.807
-181.390, 56.233, 3.640, 10.840
-181.390, 56.112, 3.652, 10.873
-181.390, 55.990, 3.664, 10.906
-181.390, 55.867, 3.675, 10.939
-181.390, 55.744, 3.687, 10.972
-181.390, 55.621, 3.699, 11.005
-181.390, 55.498, 3.711, 11.038
-181.390, 55.374, 3.723, 11.071
-181.390, 55.249, 3.735, 11.104
-181.390, 55.124, 3.747, 11.137
-181.390, 54.999, 3.759, 11.170
-181.390, 54.874, 3.771, 11.203
-181.390, 54.748, 3.783, 11.236
-181.390, 54.621, 3.795, 11.269
-181.390, 54.494, 3.808, 11.302
-181.390, 54.367, 3.820, 11.335
-181.390, 54.239, 3.832, 11.368
-181.390, 54.111, 3.844, 11.401
-181.390, 53.983, 3.857, 11.434
-181.390, 53.854, 3.869, 11.467
-181.391, 53.725, 3.882, 11.500
-181.391, 53.595, 3.894, 11.533
-181.391, 53.465, 3.907, 11.566
-181.391, 53.334, 3.919, 11.599
-181.391, 53.203, 3.932, 11.632
-181.391, 53.072, 3.944, 11.665
-181.391, 52.940, 3.957, 11.698
-181.391, 52.808, 3.969, 11.731
-181.391, 52.675, 3.982, 11.764
-181.391, 52.542, 3.995, 11.797
-181.391, 52.409, 4.007, 11.830
-181.391, 52.275, 4.020, 11.863
-181.391, 52.141, 4.033, 11.896
-181.392, 52.006, 4.046, 11.929
-181.392, 51.871, 4.059, 11.962
-181.392, 51.735, 4.072, 11.995
-181.392, 51.599, 4.085, 12.028
-181.392, 51.463, 4.098, 12.061
-181.392, 51.326, 4.111, 12.094
-181.392, 51.188, 4.124, 12.127
-181.392, 51.050, 4.137, 12.160
-181.392, 50.912, 4.150, 12.193
-181.392, 50.774, 4.163, 12.226
-181.392, 50.634, 4.177, 12.259
-181.392, 50.495, 4.190, 12.292
-181.392, 50.355, 4.203, 12.325
-181.392, 50.214, 4.217, 12.358
-181.392, 50.074, 4.230, 12.391
-181.392, 49.932, 4.244, 12.424
-181.392, 49.790, 4.257, 12.457
-181.392, 49.648, 4.271, 12.490
-181.392, 49.505, 4.284, 12.523
-181.393, 49.362, 4.298, 12.556
-181.393, 49.219, 4.312, 12.589
-181.393, 49.075, 4.325, 12.622
-181.393, 48.930, 4.339, 12.655
-181.393, 48.785, 4.353, 12.688
-181.393, 48.640, 4.367, 12.721
-181.393, 48.494, 4.381, 12.754
-181.393, 48.347, 4.395, 12.787
-181.393, 48.200, 4.409, 12.820
-181.393, 48.053, 4.423, 12.853
-181.393, 47.905, 4.438, 12.886
-181.393, 47.757, 4.452, 12.919
-181.393, 47.608, 4.466, 12.952
-181.393, 47.459, 4.480, 12.985
-181.393, 47.309, 4.495, 13.018
-181.393, 47.159, 4.509, 13.051
-181.393, 47.008, 4.523, 13.084
-181.393, 46.857, 4.538, 13.117
-181.393, 46.706, 4.552, 13.150
-181.393, 46.554, 4.567, 13.183
-181.393, 46.401, 4.582, 13.216
-181.393, 46.248, 4.596, 13.249
-181.393, 46.094, 4.611, 13.282
-181.393, 45.940, 4.626, 13.315
-181.393, 45.786, 4.640, 13.348
-181.393, 45.631, 4.655, 13.381
-181.393, 45.475, 4.670, 13.414
-181.394, 45.319, 4.685, 13.447
-181.394, 45.162, 4.700, 13.480
-181.394, 45.005, 4.715, 13.513
-181.394, 44.848, 4.730, 13.546
-181.394, 44.690, 4.745, 13.579
-181.394, 44.531, 4.761, 13.612
-181.394, 44.372, 4.776, 13.645
-181.394, 44.213, 4.791, 13.678
-181.394, 44.053, 4.806, 13.711
-181.394, 43.892, 4.822, 13.744
-181.394, 43.731, 4.837, 13.777
-181.394, 43.569, 4.853, 13.810
-181.394, 43.407, 4.868, 13.843
-181.394, 43.244, 4.884, 13.876
-181.394, 43.081, 4.900, 13.909
-181.394, 42.917, 4.915, 13.942
-181.394, 42.753, 4.931, 13.975
-181.394, 42.588, 4.947, 14.008
-181.394, 42.423, 4.963, 14.041
-181.394, 42.257, 4.979, 14.074
-181.394, 42.091, 4.995, 14.107
-181.394, 41.924, 5.011, 14.140
-181.394, 41.757, 5.027, 14.173
-181.394, 41.589, 5.043, 14.206
-181.394, 41.420, 5.059, 14.239
-181.394, 41.251, 5.076, 14.272
-181.394, 41.081, 5.092, 14.305
-181.394, 40.911, 5.107, 14.338
-181.394, 40.741, 5.113, 14.371
-181.394, 40.571, 5.099, 14.404
-181.394, 40.402, 5.082, 14.437
-181.393, 40.233, 5.071, 14.470
-181.393, 40.064, 5.068, 14.503
-181.393, 39.895, 5.074, 14.536
-181.393, 39.726, 5.089, 14.569
-181.393, 39.555, 5.114, 14.602
-181.393, 39.384, 5.148, 14.635
-181.393, 39.211, 5.189, 14.668
-181.393, 39.036, 5.237, 14.701
-181.393, 38.860, 5.287, 14.734
-181.393, 38.682, 5.337, 14.767
-181.393, 38.503, 5.383, 14.800
-181.393, 38.323, 5.423, 14.833
-181.393, 38.141, 5.454, 14.866
-181.393, 37.958, 5.477, 14.899
-181.393, 37.776, 5.492, 14.932
-181.393, 37.592, 5.499, 14.965
-181.393, 37.409, 5.501, 14.998
-181.393, 37.226, 5.499, 15.031
-181.393, 37.043, 5.495, 15.064
-181.392, 36.861, 5.490, 15.097
-181.392, 36.678, 5.486, 15.130
-181.392, 36.495, 5.485, 15.163
-181.392, 36.313, 5.488, 15.196
-181.392, 36.129, 5.497, 15.229
-181.392, 35.946, 5.510, 15.262
-181.392, 35.762, 5.530, 15.295
-181.392, 35.577, 5.555, 15.328
-181.392, 35.391, 5.585, 15.361
-181.392, 35.204, 5.619, 15.394
-181.391, 35.015, 5.655, 15.427
-181.391, 34.826, 5.692, 15.460
-181.391, 34.635, 5.728, 15.493
-181.391, 34.443, 5.761, 15.526
-181.391, 34.250, 5.791, 15.559
-181.391, 34.057, 5.815, 15.592
-181.391, 33.862, 5.834, 15.625
-181.391, 33.668, 5.849, 15.658
-181.391, 33.472, 5.860, 15.691
-181.390, 33.277, 5.868, 15.724
-181.390, 33.081, 5.874, 15.757
-181.390, 32.886, 5.880, 15.790
-181.390, 32.690, 5.886, 15.823
-181.390, 32.494, 5.893, 15.856
-181.390, 32.297, 5.904, 15.889
-181.389, 32.100, 5.917, 15.922
-181.389, 31.902, 5.934, 15.955
-181.389, 31.704, 5.954, 15.988
-181.389, 31.505, 5.978, 16.021
-181.389, 31.305, 6.005, 16.054
-181.389, 31.104, 6.034, 16.087
-181.389, 30.902, 6.064, 16.120
-181.388, 30.699, 6.094, 16.153
-181.388, 30.495, 6.124, 16.186
-181.388, 30.291, 6.152, 16.219
-181.388, 30.085, 6.177, 16.252
-181.388, 29.878, 6.200, 16.285
-181.387, 29.671, 6.219, 16.318
-181.387, 29.464, 6.236, 16.351
-181.387, 29.256, 6.251, 16.384
-181.387, 29.047, 6.264, 16.417
-181.387, 28.838, 6.276, 16.450
-181.386, 28.629, 6.288, 16.483
-181.386, 28.419, 6.301, 16.516
-181.386, 28.209, 6.315, 16.549
-181.386, 27.998, 6.332, 16.582
-181.385, 27.786, 6.351, 16.615
-181.385, 27.574, 6.372, 16.648
-181.385, 27.361, 6.395, 16.681
-181.385, 27.147, 6.421, 16.714
-181.385, 26.933, 6.447, 16.747
-181.384, 26.717, 6.475, 16.780
-181.384, 26.501, 6.503, 16.813
-181.384, 26.283, 6.531, 16.846
-181.384, 26.065, 6.557, 16.879
-181.383, 25.846, 6.581, 16.912
-181.383, 25.626, 6.604, 16.945
-181.383, 25.405, 6.624, 16.978
-181.382, 25.184, 6.643, 17.011
-181.382, 24.962, 6.660, 17.044
-181.382, 24.740, 6.676, 17.077
-181.382, 24.517, 6.692, 17.110
-181.381, 24.294, 6.708, 17.143
-181.381, 24.070, 6.725, 17.176
-181.381, 23.845, 6.743, 17.209
-181.380, 23.620, 6.764, 17.242
-181.380, 23.394, 6.786, 17.275
-181.380, 23.167, 6.810, 17.308
-181.380, 22.940, 6.835, 17.341
-181.379, 22.711, 6.861, 17.374
-181.379, 22.482, 6.888, 17.407
-181.379, 22.252, 6.915, 17.440
-181.378, 22.020, 6.941, 17.473
-181.378, 21.788, 6.967, 17.506
-181.378, 21.556, 6.991, 17.539
-181.377, 21.322, 7.013, 17.572
-181.377, 21.088, 7.035, 17.605
-181.376, 20.853, 7.056, 17.638
-181.376, 20.617, 7.075, 17.671
-181.376, 20.381, 7.095, 17.704
-181.375, 20.144, 7.114, 17.737
-181.375, 19.906, 7.134, 17.770
-181.375, 19.668, 7.155, 17.803
-181.374, 19.429, 7.177, 17.836
-181.374, 19.189, 7.200, 17.869
-181.373, 18.949, 7.224, 17.902
-181.373, 18.707, 7.249, 17.935
-181.373, 18.465, 7.275, 17.968
-181.372, 18.222, 7.301, 18.001
-181.372, 17.978, 7.328, 18.034
-181.371, 17.733, 7.354, 18.067
-181.371, 17.487, 7.380, 18.100
-181.371, 17.241, 7.405, 18.133
-181.370, 16.993, 7.430, 18.166
-181.370, 16.745, 7.454, 18.199
-181.369, 16.496, 7.477, 18.232
-181.369, 16.246, 7.500, 18.265
-181.368, 15.996, 7.522, 18.298
-181.368, 15.744, 7.545, 18.331
-181.367, 15.492, 7.567, 18.364
-181.367, 15.239, 7.590, 18.397
-181.367, 14.986, 7.614, 18.430
-181.366, 14.731, 7.637, 18.463
-181.366, 14.476, 7.662, 18.496
-181.365, 14.220, 7.687, 18.529
-181.365, 13.963, 7.713, 18.562
-181.364, 13.706, 7.739, 18.595
-181.364, 13.447, 7.765, 18.628
-181.363, 13.188, 7.791, 18.661
-181.363, 12.927, 7.818, 18.694
-181.362, 12.666, 7.844, 18.727
-181.361, 12.404, 7.871, 18.760
-181.361, 12.141, 7.897, 18.793
-181.360, 11.877, 7.923, 18.826
-181.360, 11.612, 7.948, 18.859
-181.359, 11.346, 7.973, 18.892
-181.359, 11.080, 7.999, 18.925
-181.358, 10.813, 8.024, 18.958
-181.358, 10.545, 8.049, 18.991
-181.357, 10.276, 8.075, 19.024
-181.356, 10.006, 8.100, 19.057
-181.356, 9.735, 8.126, 19.090
-181.355, 9.464, 8.152, 19.123
-181.355, 9.191, 8.179, 19.156
-181.354, 8.918, 8.205, 19.189
-181.353, 8.644, 8.232, 19.222
-181.353, 8.369, 8.260, 19.255
-181.352, 8.093, 8.287, 19.288
-181.352, 7.816, 8.315, 19.321
-181.351, 7.538, 8.343, 19.354
-181.350, 7.259, 8.370, 19.387
-181.350, 6.979, 8.398, 19.420
-181.349, 6.699, 8.425, 19.453
-181.348, 6.417, 8.453, 19.486
-181.348, 6.135, 8.480, 19.519
-181.347, 5.851, 8.508, 19.552
-181.346, 5.567, 8.535, 19.585
-181.346, 5.282, 8.562, 19.618
-181.345, 4.996, 8.590, 19.651
-181.344, 4.709, 8.618, 19.684
-181.343, 4.421, 8.646, 19.717
-181.343, 4.132, 8.674, 19.750
-181.342, 3.842, 8.702, 19.783
-181.341, 3.551, 8.730, 19.816
-181.340, 3.260, 8.759, 19.849
-181.340, 2.967, 8.788, 19.882
-181.339, 2.673, 8.817, 19.915
-181.338, 2.379, 8.846, 19.948
-181.337, 2.083, 8.875, 19.981
-181.337, 1.786, 8.904, 20.014
-181.336, 1.489, 8.933, 20.047
-181.335, 1.190, 8.962, 20.080
-181.334, 0.891, 8.992, 20.113
-181.333, 0.590, 9.021, 20.146
-181.333, 0.289, 9.051, 20.179
-181.332, -0.013, 9.080, 20.212
-181.331, -0.317, 9.110, 20.245
-181.330, -0.621, 9.139, 20.278
-181.329, -0.927, 9.169, 20.311
-181.328, -1.233, 9.199, 20.344
-181.328, -1.540, 9.229, 20.377
-181.327, -1.849, 9.259, 20.410
-181.326, -2.158, 9.289, 20.443
-181.325, -2.469, 9.319, 20.476
-181.324, -2.780, 9.350, 20.509
-181.323, -3.092, 9.380, 20.542
-181.322, -3.406, 9.411, 20.575
-181.321, -3.720, 9.442, 20.608
-181.320, -4.036, 9.473, 20.641
-181.319, -4.352, 9.504, 20.674
-181.319, -4.670, 9.535, 20.707
-181.318, -4.989, 9.566, 20.740
-181.317, -5.308, 9.598, 20.773
-181.316, -5.629, 9.629, 20.806
-181.315, -5.951, 9.661, 20.839
-181.314, -6.274, 9.692, 20.872
-181.313, -6.597, 9.724, 20.905
-181.312, -6.922, 9.756, 20.938
-181.311, -7.248, 9.787, 20.971
-181.310, -7.575, 9.819, 21.004
-181.309, -7.904, 9.851, 21.037
-181.308, -8.233, 9.884, 21.070
-181.306, -8.563, 9.916, 21.103
-181.305, -8.894, 9.948, 21.136
-181.304, -9.227, 9.981, 21.169
-181.303, -9.560, 10.013, 21.202
-181.302, -9.895, 10.046, 21.235
-181.301, -10.231, 10.079, 21.268
-181.300, -10.568, 10.112, 21.301
-181.299, -10.905, 10.145, 21.334
-181.298, -11.244, 10.179, 21.367
-181.297, -11.585, 10.212, 21.400
-181.295, -11.926, 10.246, 21.433
-181.294, -12.268, 10.280, 21.466
-181.293, -12.612, 10.313, 21.499
-181.292, -12.956, 10.347, 21.532
-181.291, -13.302, 10.381, 21.565
-181.290, -13.649, 10.415, 21.598
-181.288, -13.997, 10.449, 21.631
-181.287, -14.346, 10.483, 21.664
-181.286, -14.697, 10.517, 21.697
-181.285, -15.048, 10.552, 21.730
-181.283, -15.401, 10.586, 21.763
-181.282, -15.754, 10.621, 21.796
-181.281, -16.109, 10.656, 21.829
-181.280, -16.465, 10.691, 21.862
-181.278, -16.823, 10.726, 21.895
-181.277, -17.181, 10.761, 21.928
-181.276, -17.541, 10.796, 21.961
-181.274, -17.901, 10.832, 21.994
-181.273, -18.263, 10.867, 22.027
-181.272, -18.627, 10.903, 22.060
-181.270, -18.991, 10.939, 22.093
-181.269, -19.356, 10.975, 22.126
-181.268, -19.723, 11.011, 22.159
-181.266, -20.091, 11.047, 22.192
-181.265, -20.460, 11.083, 22.225
-181.263, -20.831, 11.120, 22.258
-181.262, -21.202, 11.156, 22.291
-181.261, -21.575, 11.193, 22.324
-181.259, -21.949, 11.230, 22.357
-181.258, -22.324, 11.266, 22.390
-181.256, -22.701, 11.303, 22.423
-181.255, -23.078, 11.340, 22.456
-181.253, -23.457, 11.377, 22.489
-181.252, -23.838, 11.415, 22.522
-181.250, -24.219, 11.452, 22.555
-181.249, -24.602, 11.490, 22.588
-181.247, -24.986, 11.528, 22.621
-181.246, -25.371, 11.566, 22.654
-181.244, -25.757, 11.604, 22.687
-181.242, -26.145, 11.643, 22.720
-181.241, -26.534, 11.681, 22.753
-181.239, -26.925, 11.720, 22.786
-181.238, -27.316, 11.759, 22.819
-181.236, -27.709, 11.798, 22.852
-181.234, -28.104, 11.837, 22.885
-181.233, -28.499, 11.876, 22.918
-181.231, -28.896, 11.915, 22.951
-181.229, -29.294, 11.955, 22.984
-181.228, -29.694, 11.994, 23.017
-181.226, -30.094, 12.034, 23.050
