0.000000000000000000e+00, 5.067396304666706153e-02
1.000000000000000021e-02, 1.017971887220109617e-01
2.000000000000000042e-02, 1.533696459046571259e-01
2.999999999999999889e-02, 2.053913032009170581e-01
4.000000000000000083e-02, 2.578621289448645992e-01
5.000000000000000278e-02, 3.107820911984128243e-01
5.999999999999999778e-02, 3.641430524270344304e-01
7.000000000000000666e-02, 4.179348752555904212e-01
8.000000000000000167e-02, 4.721494394170113740e-01
8.999999999999999667e-02, 5.267788997244112759e-01
1.000000000000000056e-01, 5.818156714014753872e-01
1.100000000000000006e-01, 6.372524164870128072e-01
1.199999999999999956e-01, 6.930820312145853368e-01
1.300000000000000044e-01, 7.492976342790771405e-01
1.400000000000000133e-01, 8.058925559116147941e-01
1.499999999999999944e-01, 8.628603276925994603e-01
1.600000000000000033e-01, 9.201946730399287455e-01
1.700000000000000122e-01, 9.778894983159258647e-01
1.799999999999999933e-01, 1.035938884502161095e+00
1.900000000000000022e-01, 1.094337079396363377e+00
2.000000000000000111e-01, 1.153078490290054603e+00
2.099999999999999922e-01, 1.212157677089479746e+00
2.200000000000000011e-01, 1.271569345845902754e+00
2.300000000000000100e-01, 1.331308342664464739e+00
2.399999999999999911e-01, 1.391369647963585754e+00
2.500000000000000000e-01, 1.451748371059383036e+00
2.600000000000000089e-01, 1.512439745051820550e+00
2.700000000000000178e-01, 1.573439121991306200e+00
2.800000000000000266e-01, 1.634741968306263393e+00
2.899999999999999800e-01, 1.696343860473829679e+00
2.999999999999999889e-01, 1.758240480917307114e+00
3.099999999999999978e-01, 1.820427614115313508e+00
3.200000000000000067e-01, 1.882901142908790959e+00
3.300000000000000155e-01, 1.945657044993117202e+00
3.400000000000000244e-01, 2.008691389583553200e+00
3.500000000000000333e-01, 2.072000334243170538e+00
3.599999999999999867e-01, 2.135580121863208447e+00
3.699999999999999956e-01, 2.199427077786574980e+00
3.800000000000000044e-01, 2.263537607065876589e+00
3.900000000000000133e-01, 2.327908191847991581e+00
4.000000000000000222e-01, 2.392535388877775393e+00
4.100000000000000311e-01, 2.457415827114008078e+00
4.199999999999999845e-01, 2.522546205451170920e+00
4.299999999999999933e-01, 2.587923290541089383e+00
4.400000000000000022e-01, 2.653543914708881069e+00
4.500000000000000111e-01, 2.719404973958018612e+00
4.600000000000000200e-01, 2.785503426059666499e+00
4.700000000000000289e-01, 2.851836288721767421e+00
4.799999999999999822e-01, 2.918400637833645117e+00
4.899999999999999911e-01, 2.985193605782165527e+00
5.000000000000000000e-01, 3.052212379835744116e+00
5.100000000000000089e-01, 3.119454200592723936e+00
5.200000000000000178e-01, 3.186916360490863465e+00
5.300000000000000266e-01, 3.254596202374870018e+00
5.400000000000000355e-01, 3.322491118119102804e+00
5.500000000000000444e-01, 3.390598547302744237e+00
5.600000000000000533e-01, 3.458915975934889975e+00
5.700000000000000622e-01, 3.527440935227167174e+00
5.799999999999999600e-01, 3.596171000411623631e+00
5.899999999999999689e-01, 3.665103789601762863e+00
5.999999999999999778e-01, 3.734236962694713391e+00
